time_elapsed,ball_detected,ball_x,ball_y,ball_width,joystick_x,joystick_y,RT_intensity,LT_intensity,btn_X,btn_A,btn_B,reset,end
0.6527018547058105,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
1.0590894222259521,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
1.454897403717041,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
1.845857858657837,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
2.223735809326172,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
2.6177759170532227,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
3.026613473892212,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
3.3957042694091797,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
3.8023905754089355,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
4.192310094833374,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
4.570151329040527,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
4.958302021026611,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
5.33480167388916,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
5.7127439975738525,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
6.092517375946045,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
6.475398540496826,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
6.846712589263916,True,424.64449882507324,259.9617040157318,30.657119750976562,0,0,0,0,0,0,0,1,0
7.234119176864624,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
7.611181735992432,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
7.985845327377319,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
8.374091625213623,True,421.259765625,180.845046043396,28.333053588867188,0,0,0,0,0,0,0,0,0
8.754135847091675,True,420.44102668762207,175.1885086297989,31.308345794677734,0,0,0,0,0,0,0,0,0
9.149325847625732,True,420.44102668762207,175.1885086297989,31.308345794677734,0,0,0,0,0,0,0,0,0
9.538357257843018,True,420.44102668762207,175.1885086297989,31.308345794677734,0,0,0,0,0,0,0,0,0
9.9202721118927,True,420.44102668762207,175.1885086297989,31.308345794677734,0,0,0,0,0,0,0,0,0
10.301779747009277,True,420.44102668762207,175.1885086297989,31.308345794677734,0,0,0.109375,0,0,0,0,0,0
10.69326138496399,True,420.44102668762207,175.1885086297989,31.308345794677734,0,0,0.26953125,0,0,0,0,0,0
11.07280707359314,True,420.44102668762207,175.1885086297989,31.308345794677734,0,0,0.61328125,0,0,0,0,0,0
11.450571298599243,True,420.44102668762207,175.1885086297989,31.308345794677734,0,0,0.54296875,0,0,0,0,0,0
11.831443548202515,True,420.44102668762207,175.1885086297989,31.308345794677734,0,0,0.37109375,0,0,0,0,0,0
12.204814672470093,True,420.44102668762207,175.1885086297989,31.308345794677734,0,0,0.33984375,0,0,0,0,0,0
12.598469018936157,True,420.44102668762207,175.1885086297989,31.308345794677734,0.00390625,0,0.33203125,0,0,0,0,0,0
12.997543573379517,True,420.44102668762207,175.1885086297989,31.308345794677734,0.00390625,0,0.30859375,0,0,0,0,0,0
13.39058542251587,True,420.44102668762207,175.1885086297989,31.308345794677734,0.00390625,0,0.296875,0,0,0,0,0,0
13.779527425765991,True,420.44102668762207,175.1885086297989,31.308345794677734,0.00390625,0,0.25,0,0,0,0,0,0
14.154985427856445,True,420.44102668762207,175.1885086297989,31.308345794677734,0.00390625,0.00390625,0.203125,0,0,0,0,0,0
14.535159349441528,True,420.44102668762207,175.1885086297989,31.308345794677734,0.00390625,0.00390625,0.19921875,0,0,0,0,0,0
14.925742626190186,True,420.44102668762207,175.1885086297989,31.308345794677734,-1.0,-0.192169189453125,0.17578125,0,0,0,0,0,0
15.329561948776245,True,420.44102668762207,175.1885086297989,31.308345794677734,0.00390625,0.00390625,0.171875,0,0,0,0,0,0
15.716980457305908,True,420.44102668762207,175.1885086297989,31.308345794677734,0.00390625,0.00390625,0.48046875,0,0,0,0,0,0
16.096617221832275,True,420.44102668762207,175.1885086297989,31.308345794677734,0.999969482421875,0.5999755859375,0.421875,0,0,0,0,0,0
16.481561422348022,True,420.44102668762207,175.1885086297989,31.308345794677734,0.00390625,0.00390625,0.41015625,0,0,0,0,0,0
