time_elapsed,ball_detected,ball_x,ball_y,ball_width,joystick_x,joystick_y,RT_intensity,LT_intensity,btn_X,btn_A,btn_B,reset,end
0.58245849609375,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
1.0158069133758545,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
1.3875844478607178,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
1.7626430988311768,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
2.126131057739258,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
2.4786062240600586,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
2.8440003395080566,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
3.2149839401245117,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
3.570807695388794,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
3.934180498123169,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
4.294035196304321,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
4.659825801849365,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
5.035999059677124,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
5.398597240447998,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
5.768918037414551,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
6.133740663528442,True,141.45216464996338,336.71513199806213,27.1640682220459,0,0,0,0,0,0,0,0,0
6.500237226486206,True,141.45216464996338,336.71513199806213,27.1640682220459,0,0,0,0,0,0,0,0,0
6.860140562057495,True,141.45216464996338,336.71513199806213,27.1640682220459,0,0,0,0,0,0,0,0,0
7.2357518672943115,True,141.45216464996338,336.71513199806213,27.1640682220459,0,0,0.10546875,0,0,0,0,0,0
7.602231740951538,True,141.45216464996338,336.71513199806213,27.1640682220459,0,0,0.45703125,0,0,0,0,0,0
7.976313352584839,True,141.45216464996338,336.71513199806213,27.1640682220459,0,0,0.50390625,0,0,0,0,0,0
8.351521730422974,True,141.45216464996338,336.71513199806213,27.1640682220459,0,0,0.41015625,0,0,0,0,0,0
